Word_Positive,Word_Negative,Bigram_Positive,Bigram_Negative,Length
4411,5032,19,110,231
1438,2393,0,0,58
3630,4274,0,0,223
1817,2926,0,9,142
1117,288,0,0,63
541,1199,0,0,40
680,1024,0,0,49
3733,4405,85,66,172
2907,1713,524,185,105
492,3013,0,46,98
2271,2280,15,11,42
343,773,0,0,97
112,143,0,0,29
1786,1823,24,0,149
1696,1717,274,338,61
195,420,0,0,17
316,1234,0,0,22
0,0,0,0,2
257,550,0,0,37
1149,2614,0,0,115
1853,3322,10,29,94
87,215,0,0,57
2167,1681,0,0,60
12,0,0,0,10
4870,5397,10,15,139
4050,2746,38,83,289
294,445,0,0,71
3644,3173,25,0,216
500,239,0,0,30
1468,2138,0,8,80
3190,4668,0,0,199
1566,1025,20,12,63
1569,1587,0,0,32
846,954,0,0,24
679,670,11,10,28
366,655,23,15,36
895,1149,274,338,20
1356,1562,0,0,61
1068,814,151,0,70
403,184,0,0,34
3329,5592,38,203,180
24,40,0,0,16
1401,1586,0,0,68
6391,9449,8,24,280
2950,6229,0,136,173
1540,4081,189,341,117
52,270,0,0,9
165,976,0,0,29
0,0,0,0,7
3289,5551,0,93,79
2178,1665,189,212,151
2218,1414,21,0,29
760,238,9,0,10
1554,2879,0,8,89
1863,1687,0,0,56
1118,1081,8,0,21
885,1087,0,0,106
437,603,7,0,98
513,1040,0,11,113
4246,4610,70,0,119
1163,1430,0,0,42
6495,6071,759,470,174
0,0,0,0,20
10285,10732,62,0,282
120,507,0,0,31
2197,1493,55,11,77
452,152,127,33,28
682,1594,0,13,25
6322,5681,48,14,187
2144,1445,0,0,286
2829,2501,106,0,151
2208,1450,0,0,77
2595,1838,17,0,71
2732,3768,13,80,140
6150,6149,935,326,145
1859,1315,374,164,146
710,891,42,38,110
338,664,0,0,19
42,69,0,0,39
137,507,0,0,30
220,671,0,0,74
1455,3893,7,15,120
3564,5069,0,59,77
5361,5409,45,30,209
3190,1969,428,96,116
166,403,0,0,16
779,603,61,0,74
4072,4533,442,47,58
3797,2743,234,251,78
3490,2053,60,38,165
1320,2671,0,11,103
0,55,0,0,20
529,922,0,0,46
694,1673,0,12,145
0,0,0,0,17
0,0,0,0,24
1642,2226,50,39,74
4641,4149,70,8,100
0,0,0,0,4
1847,2321,0,0,39
968,1202,29,54,61
427,329,10,0,31
1859,1999,29,25,119
1333,2390,10,9,176
821,280,0,0,25
3828,4483,43,0,204
806,1739,0,18,153
3701,2194,191,135,170
1276,2366,0,0,89
2486,2082,48,14,90
581,344,0,0,41
28,48,0,0,15
4729,6275,189,292,144
916,197,0,0,14
5118,10783,36,155,121
2077,3993,0,19,194
1082,1889,0,0,57
1893,2572,54,32,104
1906,2321,0,19,77
4320,4478,172,67,162
2368,3306,29,50,40
1558,4419,19,114,167
237,143,0,0,9
1851,2325,0,13,145
366,360,0,0,16
1110,533,0,0,25
6460,6207,94,65,224
254,617,0,0,97
1061,1251,180,264,90
582,1092,0,0,34
1559,781,0,0,59
6644,8190,36,8,275
2960,2606,8,0,137
2882,3556,38,38,213
167,19,0,0,11
590,498,0,0,42
871,1152,0,0,92
4318,3941,26,0,282
2372,1578,397,173,57
0,0,0,0,20
1307,2032,0,0,279
802,2085,0,10,69
1458,1811,0,0,224
28,71,0,0,9
2446,2540,0,9,215
1672,329,0,0,49
2008,2238,0,12,97
2773,4658,0,0,169
2401,4379,0,0,59
2823,758,23,8,23
2522,4079,0,0,130
13,0,0,0,18
1641,724,528,105,103
362,502,0,0,21
1683,1475,442,47,33
307,206,0,0,23
1949,3919,0,30,47
397,427,0,0,204
15,0,0,0,24
1637,1737,36,0,59
793,1105,242,313,134
1941,2568,0,8,213
0,0,0,0,4
920,470,0,0,40
2973,1143,8,0,101
676,250,0,0,26
522,702,23,15,48
1683,2179,127,33,287
4122,7587,0,40,177
2044,1013,0,0,58
1348,2428,0,30,179
3361,2672,96,33,197
560,696,162,188,35
483,945,0,0,46
830,2464,0,0,233
3092,4863,14,155,110
197,483,0,0,134
931,2444,51,19,35
5828,9233,29,95,279
871,1385,8,0,123
4923,7127,58,92,156
1224,1571,0,8,52
998,1328,0,0,81
2881,3112,65,0,142
1285,1357,0,0,233
93,1403,0,0,78
0,0,0,0,3
1553,1810,93,20,150
1183,1433,0,0,20
3877,4288,125,391,105
149,212,0,0,38
316,501,8,23,103
6964,10679,20,70,280
3162,4504,0,15,314
180,19,0,0,31
538,1532,0,0,17
1477,1295,0,0,45
434,914,0,0,94
720,2086,9,0,106
5820,6666,0,9,226
1996,3091,16,0,12
897,1377,0,9,94
1440,793,14,0,27
2143,2100,0,0,118
700,1522,0,0,33
868,768,0,0,89
5114,5458,21,44,225
4146,4584,14,16,127
7611,11589,0,0,188
318,2253,0,27,55
1426,1282,209,241,70
3040,2639,24,0,63
3255,4260,453,47,42
3792,2868,20,0,243
670,1642,0,18,87
16,79,0,0,42
364,320,0,0,79
2919,1901,14,26,72
2604,4753,0,13,153
2532,2976,36,23,43
440,1135,0,0,68
12,42,0,0,30
2981,3380,0,8,235
650,1926,0,15,19
20,0,0,0,13
3456,5668,0,9,158
3331,2948,18,0,138
1291,1772,0,0,147
990,1847,0,0,141
3820,4577,0,27,123
2900,2139,262,204,64
3763,3298,65,0,115
3403,3975,0,19,103
1863,1492,8,0,31
199,74,0,0,26
1871,2237,22,26,75
3536,2560,344,125,169
0,0,0,0,2
2973,5170,0,11,111
6116,5917,522,379,149
0,0,0,0,1
1357,2345,0,0,264
5536,6480,336,446,155
1181,337,0,0,43
1704,1736,0,0,72
2293,3470,14,0,86
5801,9261,21,42,302
652,618,0,0,39
1339,1952,0,0,161
1853,1747,22,32,86
44,104,0,0,17
1273,2149,0,0,106
2466,2117,28,0,112
10343,12722,1029,397,282
2323,2439,283,361,44
0,0,0,0,4
0,0,0,0,12
3592,5009,38,123,167
976,1110,402,323,51
3696,4647,118,97,124
5177,5826,41,24,216
492,469,15,0,65
1779,1804,180,251,74
1624,1077,0,0,73
603,1749,0,24,40
186,211,0,0,12
1091,1209,0,0,42
25,89,0,0,12
2118,1867,428,96,124
510,699,0,0,125
1273,2306,0,0,61
36,0,0,0,19
3606,3979,46,40,148
622,1116,9,0,46
2337,1405,497,47,110
1144,1530,26,0,72
4514,2566,94,0,114
4790,5364,42,34,200
4047,5500,7,37,305
1037,1531,0,0,73
2886,3531,0,13,78
3825,6183,8,103,141
1338,809,0,0,44
4373,5432,22,0,89
5091,2668,105,0,115
3879,6374,0,66,59
294,650,0,0,39
2338,2584,0,0,147
1250,1430,0,0,91
1106,1547,0,0,61
1750,1562,153,126,74
2093,2744,0,0,28
27,69,0,0,29
2214,1711,0,0,49
375,1725,0,13,17
2837,2751,48,8,53
2092,2563,0,0,290
3422,5892,114,269,268
1383,3103,0,10,62
96,257,0,0,6
72,120,0,0,27
773,1572,0,16,40
5327,5964,0,11,283
902,377,0,0,37
3291,6128,0,56,102
3098,3291,71,98,255
354,638,0,0,46
334,667,0,27,29
42,49,0,0,14
302,211,0,0,20
385,92,0,0,6
3607,5413,298,414,178
595,1754,0,21,61
8646,9231,78,21,94
5456,5128,0,33,268
0,55,0,0,7
17,0,0,0,14
5800,10572,7,121,211
146,253,0,0,95
30,82,0,0,15
1954,1304,55,11,47
1783,714,7,0,77
601,881,0,0,80
4424,1481,45,0,62
2532,3443,63,41,200
44,106,0,0,17
4197,5153,34,18,102
1234,3015,0,63,125
7457,7798,26,10,206
2428,2737,0,20,70
152,262,0,0,29
1120,1045,0,0,41
3380,3127,108,30,97
4765,3961,95,105,97
286,829,0,0,73
1244,350,67,0,101
2760,1952,37,0,66
169,121,0,0,18
602,1447,0,8,61
1721,1808,17,0,107
757,1257,0,0,42
3568,3454,58,39,163
1625,2412,0,0,216
540,882,0,0,36
2066,3346,0,0,128
2577,856,10,0,167
5864,6618,65,29,250
57,77,0,0,54
1896,2563,162,188,88
2581,3905,15,117,116
158,212,0,0,16
5174,3287,29,0,239
2062,2102,18,0,178
2966,2020,441,96,99
4675,7270,7,19,148
279,1015,0,0,14
309,35,0,0,24
508,576,0,0,16
99,71,0,0,9
370,43,0,0,12
161,268,0,0,33
7333,8646,45,0,137
1419,2750,0,13,172
736,881,0,0,83
0,0,0,0,2
106,18,0,0,44
303,502,0,0,47
940,1917,0,0,113
85,377,0,0,22
1137,2004,0,0,96
359,488,0,0,60
2854,4466,20,111,233
1858,1592,180,260,55
580,466,0,0,25
39,28,0,0,30
1876,1967,0,11,80
277,149,0,0,11
2689,2289,33,19,162
1157,1056,0,0,78
427,811,0,0,34
424,331,0,0,53
309,35,0,0,5
4660,5318,0,25,122
1134,462,0,0,79
1720,876,59,0,40
731,2088,7,0,36
951,1180,16,0,174
2763,3448,22,18,102
11646,14669,162,98,255
3275,1628,100,36,138
3142,4787,8,12,76
865,1597,114,269,194
4497,5168,516,58,156
2657,1550,0,0,73
4001,6764,13,207,216
2233,2866,216,277,151
3342,3192,0,20,188
3801,3643,0,12,120
1845,2305,0,0,95
246,276,0,0,49
3326,2187,950,315,73
1381,2715,0,8,202
1372,1717,0,0,159
7936,6303,423,297,280
1182,625,43,9,88
1046,1412,0,0,40
3647,4087,0,9,123
2352,2666,7,0,83
7629,6391,75,0,285
4869,3577,38,15,133
3753,3555,793,959,135
843,313,0,0,75
1365,2211,180,251,124
59,0,0,0,23
5969,10605,42,84,289
3413,4751,0,15,269
1162,1715,0,0,154
3971,8056,0,117,246
240,285,0,0,21
0,103,0,0,13
1589,2434,0,9,90
3542,2197,67,9,42
1003,788,24,0,31
2232,1419,39,85,72
316,1234,0,0,18
1712,737,910,296,44
1773,924,524,185,123
1217,1917,9,15,109
4561,9258,10,83,248
846,954,0,0,13
153,1113,0,0,28
1373,523,23,8,20
696,1267,0,0,49
2022,1952,0,0,58
1966,2952,0,31,71
1798,2255,16,0,65
668,363,0,0,52
2168,1821,19,0,97
3771,2823,974,318,142
908,1184,274,338,20
336,363,22,11,56
4084,2704,531,332,140
460,751,0,0,74
1757,3876,0,10,249
3740,2498,114,30,101
301,239,0,0,83
851,1505,0,0,187
2173,1001,0,0,82
7367,7116,77,8,291
1905,1039,0,0,54
2348,866,7,0,45
4009,2064,24,14,72
1694,663,17,0,21
621,387,12,0,19
2874,2387,402,323,113
1090,806,0,0,41
112,833,0,0,27
1052,1036,0,0,56
5939,4471,45,0,210
1709,414,10,0,15
1627,1889,402,337,149
139,417,0,0,84
1323,1407,12,12,55
0,49,0,0,57
436,1574,0,24,41
321,377,0,0,26
1382,1546,23,49,58
1225,867,0,0,64
513,888,0,0,38
439,474,0,0,102
1126,1125,0,0,114
785,964,0,0,53
3166,2922,40,15,194
873,2091,0,35,67
3010,2165,9,0,132
31,0,0,0,38
4117,6527,289,396,262
843,752,10,0,91
280,543,0,0,29
524,1065,0,0,25
3697,5682,0,12,208
1850,1181,0,0,45
1450,235,0,0,18
3082,4917,31,98,27
401,830,0,10,96
933,2837,0,664,240
594,1227,0,14,175
5725,6644,449,110,205
4117,4415,106,30,135
2547,2814,11,0,152
1671,2267,182,196,78
817,343,0,0,37
3321,2180,8,0,132
4177,3889,877,206,78
707,2086,0,0,85
78,432,0,0,3
5272,3921,49,10,225
2421,2677,0,0,55
1812,2428,33,22,61
692,970,0,0,13
1680,2558,274,338,185
2583,2297,442,47,121
5996,8738,9,102,260
334,601,0,24,29
1857,3251,8,16,92
4092,6542,49,82,159
821,2165,0,14,53
1467,2152,130,269,313
341,403,0,0,97
1527,1400,0,0,106
824,280,0,0,41
0,0,0,0,1
402,92,0,0,11
1028,1295,204,112,57
277,296,0,0,25
1219,1625,0,0,90
398,780,56,31,54
5658,7724,96,67,171
4366,5582,179,80,97
2854,4466,20,111,232
3309,5365,0,30,188
2349,3162,0,0,80
2986,4623,0,24,61
3486,5282,15,93,121
3895,2721,8,0,151
601,94,0,0,60
1371,3464,0,0,221
564,945,0,8,51
1014,1042,0,0,59
971,1064,163,207,66
6717,9473,95,129,278
1024,1572,0,0,316
4401,3294,968,330,118
2522,4694,0,33,40
1075,1964,180,251,46
1450,235,0,0,12
5734,6640,0,20,296
1194,2434,0,8,81
1027,1012,0,0,41
2182,3890,0,11,122
1767,829,0,0,85
2099,4233,7,93,147
2385,1708,8,0,23
1439,1146,13,0,18
1011,1795,0,0,62
620,1566,0,12,145
3210,2255,132,45,129
60,124,0,0,17
2344,2169,14,0,139
5060,6347,0,0,159
2240,2258,87,20,151
3230,3273,38,42,66
7094,7088,489,127,235
4310,9267,0,179,113
1078,1936,67,36,98
2264,3597,24,126,96
300,562,0,0,33
1223,445,0,0,94
239,476,0,0,54
5152,7810,24,17,309
3726,6650,0,0,160
2301,1227,21,0,84
646,205,0,0,101
1161,487,21,0,66
4690,9046,0,148,172
203,56,0,0,32
3697,2891,942,296,173
416,577,0,0,88
962,2116,0,13,77
662,1156,9,0,30
131,206,10,12,16
1751,1565,26,0,84
2265,2024,0,10,117
180,19,0,0,33
4823,4623,11,10,84
1755,957,8,0,58
1367,930,0,0,112
2637,2301,0,13,210
133,198,0,0,22
440,1484,0,0,73
2770,4226,39,68,129
1325,775,0,0,56
2106,3047,0,0,187
1185,2579,13,48,137
1421,1882,290,338,78
89,0,0,0,15
2410,1089,0,0,54
2479,2626,0,0,43
3058,2756,162,188,126
484,671,0,0,117
4505,5166,12,0,226
892,515,0,0,70
4532,5661,10,0,280
0,55,0,0,8
3012,3995,0,0,102
1728,3169,8,0,213
594,2337,0,50,73
1529,2713,0,0,91
1397,517,0,0,50
1725,948,531,170,86
1949,1517,442,47,46
1685,2448,0,0,189
1320,497,0,0,7
32,0,0,0,17
4413,6555,0,0,227
252,1027,0,0,24
2449,2573,0,0,126
2015,2932,9,18,111
0,0,0,0,3
368,579,0,0,48
921,1547,42,71,50
3430,4691,70,124,172
1086,675,127,33,89
3708,5932,0,0,85
0,0,0,0,3
1579,1144,0,0,51
1745,4371,50,95,313
1769,1500,0,0,16
416,286,0,0,37
4187,6536,0,0,256
0,0,0,0,3
976,1244,0,0,29
260,502,0,0,28
1402,2884,114,289,261
2319,1689,282,338,51
0,0,0,0,2
2006,2343,69,43,65
2165,2465,529,243,127
1137,649,23,0,32
1762,2358,0,0,237
572,1031,22,0,32
2369,2553,10,93,72
3137,4544,0,0,139
507,251,7,0,59
2386,2299,13,0,26
1735,551,12,19,28
10267,6303,49,12,245
3807,4441,0,24,324
2641,2181,442,47,135
1379,3454,0,8,324
1372,1147,442,47,24
0,0,0,0,21
2034,1435,0,0,28
1974,1902,69,43,30
2160,2800,43,23,112
254,434,0,0,2
3363,3880,76,85,161
111,182,0,0,15
13,191,0,0,14
2484,1287,910,296,93
1070,1643,0,0,76
4402,5597,33,0,81
177,137,0,0,8
1237,1077,0,10,74
2962,5361,8,73,185
1122,786,127,41,53
1927,1406,11,0,38
5624,4058,43,26,146
343,856,0,0,107
4350,6415,49,140,274
649,280,0,0,8
808,1421,0,0,57
520,1651,0,14,60
1916,3496,0,0,16
56,72,0,0,16
1056,2343,0,8,77
309,35,0,0,5
3692,5439,124,75,87
0,55,0,0,22
6235,10263,17,160,168
2476,2318,595,158,88
1999,875,15,0,19
1942,806,0,0,30
1764,1436,0,0,75
7606,4413,265,188,160
2476,1923,0,0,67
1203,3047,0,46,73
1033,2307,0,0,36
277,291,0,0,57
1349,1502,0,0,53
1633,2120,0,8,60
0,0,0,0,17
3510,2991,50,39,188
524,1083,15,27,158
1503,912,0,0,113
3362,4267,36,32,65
5554,5962,55,26,288
320,292,0,0,49
0,0,0,0,1
84,148,0,0,5
3484,2408,316,390,94
492,178,127,33,84
2798,3314,10,87,271
332,91,0,0,98
583,423,0,0,69
1955,3040,0,19,32
687,809,0,14,69
739,657,11,0,32
110,124,0,0,15
2769,5724,0,82,61
1506,752,10,8,25
689,751,0,0,43
5568,8722,21,250,201
594,1247,0,0,27
754,1249,0,0,68
4664,6542,274,372,228
0,0,0,0,4
3267,4283,0,11,62
223,306,0,0,30
2202,3806,0,0,96
1050,1260,274,338,152
1040,1550,0,0,62
1351,2151,0,0,78
0,0,0,0,3
2737,3358,492,47,60
4356,3809,150,50,260
1401,3037,0,42,189
4185,3483,35,10,234
4091,5179,541,195,260
3087,3741,9,0,180
2069,698,98,30,72
1724,2493,0,27,101
1156,656,0,0,122
1058,1701,10,9,208
319,1229,0,0,65
3980,4454,23,55,346
19,0,0,0,11
0,0,0,0,5
1723,1280,0,0,207
410,451,0,0,50
1137,1003,8,12,150
2203,1200,23,8,103
493,1040,0,0,64
3565,3786,919,296,52
713,3072,0,182,78
5418,4095,989,156,113
902,1489,8,0,122
1706,1893,189,212,84
3462,3671,16,26,62
0,55,0,0,18
1365,3217,0,78,127
11015,10937,49,180,275
830,1636,0,10,55
766,1327,0,9,91
4519,4031,499,96,182
1882,3314,7,27,47
2918,3411,10,78,275
0,0,0,0,2
204,256,0,0,93
1928,1533,508,47,24
4938,4103,30,37,249
802,1181,0,10,54
1764,618,116,0,99
2242,2148,9,23,111
61,40,0,0,15
559,546,162,188,56
304,803,0,12,109
1738,454,11,0,81
808,1625,0,10,140
5439,4528,77,40,125
1550,1456,180,251,49
1440,4209,0,11,180
0,0,0,0,6
3638,1738,17,0,44
8983,11294,934,360,277
4040,3322,34,15,218
3872,3213,0,0,279
3495,6057,26,31,68
967,948,0,0,99
3161,6552,0,82,76
0,0,0,0,15
1075,1161,0,0,77
1010,2573,0,0,111
329,1070,0,8,40
4383,5337,27,0,142
883,1999,10,56,215
2657,3946,24,0,121
22,55,0,0,12
249,826,0,0,37
5202,5846,10,15,133
4190,5566,62,134,138
2029,2189,0,0,113
2207,2820,0,12,97
173,103,0,0,51
331,1143,0,0,21
1902,2722,428,96,92
290,260,0,0,37
4526,2705,931,296,92
1846,1782,21,0,68
1078,1140,0,0,20
2541,4916,0,77,239
2621,1589,10,31,58
4837,7560,53,79,102
3183,6735,0,72,84
2190,2591,490,47,29
604,1069,0,11,49
3673,3266,49,26,169
2323,1487,23,0,164
2554,1651,26,0,150
3439,5014,8,32,74
418,828,14,0,59
1185,1623,0,0,88
4227,6751,22,43,207
5461,5347,18,0,301
4554,4020,557,55,110
1134,956,274,338,48
3220,3685,0,10,123
3271,3990,0,0,107
1061,837,0,0,100
3709,5772,15,59,129
2418,3962,0,0,62
1675,616,11,0,40
10763,12519,25,51,256
7070,12107,138,175,144
92,373,0,0,31
1531,1640,0,0,141
4586,6419,33,25,113
2001,1723,0,0,56
157,440,0,0,63
798,645,17,8,29
2674,4370,0,0,231
6093,10149,33,97,297
81,60,0,0,10
1593,749,0,0,33
5859,9357,0,39,292
2561,2157,0,0,67
1587,2490,0,9,46
1188,1473,0,0,50
2194,4032,12,0,161
5271,10047,0,89,269
4537,7309,10,10,240
61,166,0,0,33
650,916,0,0,100
0,0,0,0,11
2212,2794,7,0,78
2319,2580,108,30,140
5262,8327,18,28,315
859,1298,43,23,95
3910,4473,156,69,173
1965,3704,0,0,133
6261,11220,8,142,272
522,812,0,108,89
1249,771,9,0,61
410,406,0,0,50
1135,1197,0,0,36
106,162,0,0,35
0,0,0,0,1
0,0,0,0,199
2226,3859,0,22,40
680,1837,0,0,106
5418,4112,981,143,147
385,92,0,0,3
3291,5243,0,130,184
515,434,0,0,30
2676,1457,129,57,120
2463,3491,9,0,200
330,327,0,0,6
3696,2962,55,14,130
2529,2977,11,0,78
1698,857,51,0,95
2414,2470,15,14,94
564,1386,0,0,44
13,0,0,0,14
2920,875,28,9,30
4915,5670,151,33,159
343,1339,0,0,70
1720,1278,29,0,114
551,591,9,0,67
2227,2954,0,0,112
378,360,0,0,19
1687,729,0,0,20
3362,2267,917,296,143
3876,2319,51,9,214
0,0,0,0,3
1682,2776,36,88,110
0,19,0,0,10
1001,629,0,0,35
1339,1531,0,0,191
2363,2855,281,338,206
393,636,0,0,58
2791,3052,30,26,168
6247,6202,52,35,257
2255,2404,0,0,182
4535,4799,22,0,119
811,715,0,0,68
813,1363,13,68,64
1893,2609,54,32,100
6243,8826,16,52,175
854,1306,10,10,135
64,100,0,0,36
2205,1551,0,0,34
1197,1870,0,0,72
2140,4396,18,42,119
1662,598,0,0,60
3356,5512,13,23,84
7879,9648,109,80,234
283,137,0,0,30
3719,2480,0,0,244
5778,9280,180,253,266
2285,1265,919,296,68
1132,2594,0,19,62
1094,1460,0,9,128
3091,3297,61,9,187
5607,7893,0,8,223
900,1002,27,0,112
2149,1752,0,11,67
418,608,0,0,36
3099,4699,0,22,213
1687,6087,0,296,175
4594,3410,120,20,40
330,878,0,0,32
3812,3598,0,0,200
5299,5748,0,134,149
3948,4829,56,28,117
1581,1681,162,196,40
100,654,0,0,56
661,2153,0,13,40
370,43,0,0,17
1150,1898,282,338,128
2501,3035,0,8,176
1606,1142,116,0,80
907,667,186,119,96
3549,4729,18,12,267
1624,2003,162,188,168
942,434,9,0,73
1131,702,29,9,50
2701,2145,46,9,65
1849,3602,42,71,139
50,0,0,0,14
398,899,0,0,18
876,1563,0,0,90
745,347,0,0,41
0,0,0,0,3
3785,5178,75,46,106
693,538,0,0,61
435,1185,0,0,13
306,97,0,0,23
307,672,0,0,105
2898,1250,0,0,158
6604,10620,75,68,193
475,1404,0,0,80
158,338,0,19,48
436,788,0,0,33
0,111,0,0,45
788,203,0,0,29
3189,4244,36,73,31
3426,4123,7,10,201
3347,3542,15,17,164
3409,2596,62,90,116
289,1861,0,13,45
1140,1333,0,0,108
357,535,8,23,98
463,107,0,0,25
5259,6505,39,10,198
2236,1920,0,0,113
2030,3151,0,0,45
205,1781,0,65,36
627,765,0,0,38
3154,2534,9,8,36
614,1294,0,0,41
529,434,0,0,21
2781,5267,8,137,229
5252,3693,44,41,243
442,67,0,0,21
1292,2330,0,0,60
3004,4417,8,21,102
752,1463,0,0,80
530,804,0,0,53
186,117,0,0,22
2174,2976,25,30,136
4614,6929,25,40,185
779,1415,7,0,112
1263,1890,0,0,51
489,1036,0,8,108
935,706,68,0,91
0,18,0,0,52
1094,783,0,35,39
206,913,0,0,52
542,226,0,0,51
1561,1090,9,0,26
11513,11307,438,249,185
1269,1440,28,51,47
414,78,0,0,22
1604,537,0,0,56
1012,906,22,0,136
2372,3734,23,31,164
0,0,0,0,2
697,864,26,0,91
5062,8232,9,313,87
1861,1427,21,0,49
1372,1147,442,47,21
903,2240,9,32,97
1133,1362,0,0,104
1668,1907,0,12,44
132,223,0,0,16
924,886,0,0,70
3429,4666,10,93,44
1372,1147,442,47,24
4014,2940,35,0,131
144,49,0,0,22
1158,2112,0,55,131
2732,3233,38,54,90
3152,4097,0,11,253
3369,3356,51,31,74
2150,1679,21,0,304
1461,2997,114,281,232
8421,6592,94,57,189
7105,9761,77,94,103
416,106,0,0,28
1687,793,939,296,62
136,133,0,0,32
2288,2822,34,16,106
356,627,0,0,106
1290,1298,93,93,93
2186,3292,53,66,78
5864,5765,109,17,138
1202,1936,0,0,75
604,1069,0,11,48
2293,3366,7,0,139
2812,2229,62,0,153
4318,2974,71,14,153
120,122,0,0,20
1117,288,0,0,53
1543,1727,0,0,87
610,1386,0,29,40
174,202,0,0,33
3178,4510,0,35,258
940,171,0,0,63
4396,6234,0,71,163
79,110,12,15,57
1053,1284,0,0,143
1843,1639,336,414,61
2164,1271,0,0,125
385,92,0,0,4
1166,1635,0,0,217
1054,604,0,0,65
4103,4324,43,23,287
6677,10809,54,132,310
50,159,0,0,16
7306,7270,545,179,182
0,0,0,0,12
3360,4010,15,0,109
1685,2053,7,35,29
0,88,0,0,32
6719,4116,34,0,160
1160,1801,0,0,65
2998,5737,0,46,89
3548,6888,0,22,164
5863,9696,46,63,136
2391,4579,0,43,114
1108,426,15,0,39
678,672,0,0,83
788,203,0,0,56
2170,2883,0,0,107
2652,2176,221,20,118
1383,1378,26,0,86
3136,3879,23,17,105
6938,7161,24,33,129
0,0,0,0,2
3035,3036,0,0,144
2322,3518,7,0,128
1421,996,39,32,84
2422,2269,11,20,22
920,1248,0,0,51
108,26,0,0,13
2875,3287,0,8,240
487,763,0,0,93
2163,3224,0,0,122
209,220,0,0,14
1380,2428,114,269,169
1151,1429,0,0,16
8124,8861,575,272,112
5289,5182,0,34,267
1641,4170,123,330,100
3256,5209,0,40,199
6310,4374,238,139,139
1917,1538,14,0,63
3566,4910,59,75,257
6354,7417,75,80,255
2083,3403,0,8,187
7190,10996,28,57,326
1311,1779,9,27,77
3568,4828,32,12,307
1496,2067,8,15,56
5080,6417,99,134,253
557,72,0,0,7
1748,793,449,126,75
0,0,0,0,3
1435,1955,21,58,72
3956,4608,27,0,191
7128,10359,18,10,308
5947,9041,16,32,131
78,432,0,0,3
4197,4344,1018,396,66
5023,5349,126,30,132
4208,6416,0,44,69
1559,2442,7,21,58
297,427,0,0,22
4024,7138,163,410,141
0,0,0,0,13
1858,1185,0,0,95
444,1495,0,100,95
2675,3810,548,707,90
254,167,0,0,51
121,450,0,0,49
965,928,0,0,32
1948,1245,39,18,112
1693,2916,0,20,66
224,436,0,0,33
2653,3296,11,0,282
1032,313,0,0,69
4333,6587,65,115,174
1690,3422,0,24,98
2396,3361,0,46,121
1365,804,167,111,53
1599,2564,0,0,138
703,1031,0,0,47
2501,2370,0,13,223
316,1234,0,0,4
731,1142,0,0,97
73,112,0,0,34
922,2642,0,20,43
1937,1976,20,0,113
1524,3165,0,8,134
475,373,0,0,56
5601,7061,50,79,291
1827,1020,18,0,26
2166,2099,437,545,161
251,1562,0,0,39
2783,1406,14,0,108
364,361,0,0,102
1470,1384,0,0,100
938,1323,0,0,84
0,0,0,0,2
1261,1362,9,0,59
1169,547,490,170,21
864,880,0,0,18
3097,2159,9,0,113
2150,2778,0,44,118
5094,3291,460,126,136
4218,4711,442,55,274
425,1425,0,0,46
1426,1282,209,241,70
1007,280,0,0,45
1938,3718,0,18,22
2026,3357,29,31,187
556,969,0,0,59
17,34,0,0,13
509,478,0,0,82
186,0,0,0,176
1278,2632,122,281,159
1436,1753,0,0,21
2138,1758,12,0,59
2639,2061,61,34,45
1509,1162,0,0,139
8318,6996,24,14,245
1104,1465,0,0,18
606,1611,0,0,110
2150,1977,476,359,211
49,36,0,0,25
1532,717,93,20,85
1901,2868,0,0,83
1459,1449,0,0,96
21,0,0,0,14
2851,2923,0,0,152
2199,2329,0,0,154
6408,5882,29,0,197
36,22,0,0,40
2283,1583,67,36,150
3679,5766,10,55,165
1580,874,27,0,80
1993,3366,0,0,191
7126,6408,9,0,222
3018,4120,53,101,76
1396,2744,0,17,110
2032,3347,18,69,155
4286,5984,0,27,262
3537,3197,25,0,101
65,213,0,0,61
1672,1574,0,0,79
597,1510,37,41,13
3116,2127,9,0,126
4615,4888,954,296,89
355,2789,0,29,39
1713,3326,17,0,266
85,27,0,0,26
612,1570,0,0,94
1614,3053,0,0,169
2515,2099,23,10,106
1359,2042,0,8,76
670,1642,0,18,82
1078,1140,0,0,26
11882,14729,972,373,287
3355,3349,0,0,35
7522,6447,515,170,188
330,411,0,0,32
512,577,0,0,36
0,0,0,0,3
873,2059,0,11,37
388,1323,37,32,12
953,983,25,0,56
1974,3784,0,0,74
1975,2441,0,0,43
534,1806,0,26,153
3650,3264,921,296,100
2920,3627,7,0,139
3334,2085,9,12,77
1050,2080,114,269,96
0,0,0,0,3
4402,5678,334,447,129
2169,2381,0,25,142
1254,2008,0,8,77
937,1661,0,0,170
2527,1733,89,21,177
4015,6249,0,28,195
1963,1510,0,0,172
0,0,0,0,16
1535,747,14,0,37
2946,5243,15,16,169
195,89,0,0,60
1280,1920,0,0,117
1459,1741,0,12,61
589,98,0,0,11
3849,5697,0,20,92
3448,3821,36,0,167
2925,3214,0,0,142
2625,4942,0,45,180
716,312,0,0,22
3133,1999,602,129,77
588,608,0,0,44
839,791,0,0,25
268,1363,0,18,123
1072,532,0,0,100
1288,1601,0,0,37
